Объект;Название ОИ;ДЦ источник;№ОИ;UID;ДЦ получатель;№ОИ;UID;Комментарии;передача в ИА
ГЭС Жигулёвская ГЭС;ЖГЭС Q 500 кВ ВС1 суммарная;Самарское РДУ;1643;ec7dd600-fdce-456b-82c5-508872f979f5;ОДУ Средней Волги;3880;ec7dd600-fdce-456b-82c5-508872f979f5;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Жигулёвская ГЭС;ЖГЭС P 500 кВ ВС1 суммарная;Самарское РДУ;1642;cfb9c37f-54bd-42ea-8633-5578e93e2884;ОДУ Средней Волги;3879;cfb9c37f-54bd-42ea-8633-5578e93e2884;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Жигулёвская ГЭС;ЖГЭС Q 500 кВ ВС2 суммарная;Самарское РДУ;1647;80844f8e-9d46-4cf5-b8da-90ebd7cb8f8c;ОДУ Средней Волги;3885;80844f8e-9d46-4cf5-b8da-90ebd7cb8f8c;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Жигулёвская ГЭС;ЖГЭС P 500 кВ ВС2 суммарная;Самарское РДУ;1646;acace98a-2352-4996-b7fb-ea5dfc25273d;ОДУ Средней Волги;3884;acace98a-2352-4996-b7fb-ea5dfc25273d;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Жигулёвская ГЭС;ЖГЭС Q ВО - 1 220 кВ суммарная;Самарское РДУ;1555;b99dbac2-ce1a-483d-8036-b400617fe769;ОДУ Средней Волги;3975;b99dbac2-ce1a-483d-8036-b400617fe769;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Жигулёвская ГЭС;ЖГЭС Q ВО - 2 220 кВ суммарная;Самарское РДУ;1551;2a877e5e-a190-41e9-8e55-575efd451afb;ОДУ Средней Волги;3970;2a877e5e-a190-41e9-8e55-575efd451afb;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Жигулёвская ГЭС;ЖГЭС P ВО - 1 220 кВ суммарная;Самарское РДУ;1554;4b4af89a-0ac2-4b9e-ad5b-ece08ef4cada;ОДУ Средней Волги;3974;4b4af89a-0ac2-4b9e-ad5b-ece08ef4cada;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Жигулёвская ГЭС;ЖГЭС P ВО - 2 220 кВ суммарная;Самарское РДУ;1550;12966926-4c95-48fe-91c2-49e4388a7b88;ОДУ Средней Волги;3969;12966926-4c95-48fe-91c2-49e4388a7b88;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ПС 500 кВ Азот;I ВЛ500 Азот - Бугульма;Самарское РДУ;900;925aa605-bda1-494b-b3fe-f9a29e1fdb96;ОДУ Средней Волги;34;925aa605-bda1-494b-b3fe-f9a29e1fdb96;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;Q СарГЭС генерация 21- 24;Саратовское РДУ;131;9885dc4f-7071-4eac-82b2-c3af6875993a;ОДУ Средней Волги;528;797f4793-bbb8-487a-a082-e48e8675c1d3;Несоответсвие привязки в ИМ;True
ГЭС Саратовская ГЭС;СарГЭС S 1Г;Саратовское РДУ;3755;b01b90fb-dce9-4b25-91e4-657eaf1fe3e0;ОДУ Средней Волги;6006;b01b90fb-dce9-4b25-91e4-657eaf1fe3e0;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 7Г;Саратовское РДУ;3779;06d33ec1-5d35-40be-a689-c67f9c44197b;ОДУ Средней Волги;6042;06d33ec1-5d35-40be-a689-c67f9c44197b;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 8Г;Саратовское РДУ;3783;7a9dd5ff-1539-4b3f-8852-9231a0d508c1;ОДУ Средней Волги;6048;7a9dd5ff-1539-4b3f-8852-9231a0d508c1;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 6Г;Саратовское РДУ;3775;fdb59c7c-029d-481a-bb27-0f31d5f367b8;ОДУ Средней Волги;6036;fdb59c7c-029d-481a-bb27-0f31d5f367b8;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 4Г;Саратовское РДУ;3767;a630979e-4410-4a6b-ab51-365b2c31a96e;ОДУ Средней Волги;6024;a630979e-4410-4a6b-ab51-365b2c31a96e;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 2Г;Саратовское РДУ;3759;64914a71-d9aa-4d0c-b47a-3b6a6f9cd551;ОДУ Средней Волги;6012;64914a71-d9aa-4d0c-b47a-3b6a6f9cd551;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 3Г;Саратовское РДУ;3763;288b1744-5bdb-4b43-b7f6-814997acbbfe;ОДУ Средней Волги;6018;288b1744-5bdb-4b43-b7f6-814997acbbfe;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 5Г;Саратовское РДУ;3771;9ff205af-db66-4eaf-a6d0-a784e2842fe2;ОДУ Средней Волги;6030;9ff205af-db66-4eaf-a6d0-a784e2842fe2;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 11Г;Саратовское РДУ;3795;a174cf24-3b70-4e8c-ada4-1a8b0f4d4d5f;ОДУ Средней Волги;6066;a174cf24-3b70-4e8c-ada4-1a8b0f4d4d5f;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 10Г;Саратовское РДУ;3791;3e42d278-5217-480f-9fff-a6cac01366fc;ОДУ Средней Волги;6060;3e42d278-5217-480f-9fff-a6cac01366fc;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 9Г;Саратовское РДУ;3787;c5fa2206-2946-4340-8fc6-e750c58c31d1;ОДУ Средней Волги;6054;c5fa2206-2946-4340-8fc6-e750c58c31d1;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 12Г;Саратовское РДУ;3799;f1f57cc6-9161-4280-8ef6-6cee5090742b;ОДУ Средней Волги;6072;f1f57cc6-9161-4280-8ef6-6cee5090742b;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 13Г;Саратовское РДУ;3803;0c74a71b-41c4-4caa-89b5-73399452fa44;ОДУ Средней Волги;6078;0c74a71b-41c4-4caa-89b5-73399452fa44;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 19Г;Саратовское РДУ;3827;2a4c237f-b74d-4a7e-94d9-5d618ff0dc35;ОДУ Средней Волги;6114;2a4c237f-b74d-4a7e-94d9-5d618ff0dc35;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 21Г;Саратовское РДУ;4341;a3843bd1-66a8-4fb9-8a6f-2d4159020365;ОДУ Средней Волги;6126;a3843bd1-66a8-4fb9-8a6f-2d4159020365;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 24Г;Саратовское РДУ;4353;8a3346ce-864b-4adc-b785-91602047d518;ОДУ Средней Волги;6144;8a3346ce-864b-4adc-b785-91602047d518;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 14Г;Саратовское РДУ;3807;eb522c43-5ccb-41a1-8fd3-2b5cad62e4d7;ОДУ Средней Волги;6084;eb522c43-5ccb-41a1-8fd3-2b5cad62e4d7;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 15Г;Саратовское РДУ;3811;1722abd3-b67b-47d2-8fe1-609964b370c7;ОДУ Средней Волги;6090;1722abd3-b67b-47d2-8fe1-609964b370c7;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 18Г;Саратовское РДУ;3823;7150cb01-7ec7-4166-87d5-5176f872aac7;ОДУ Средней Волги;6108;7150cb01-7ec7-4166-87d5-5176f872aac7;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 22Г;Саратовское РДУ;4345;615699a2-77aa-4f3d-bf74-3d08a07b3b34;ОДУ Средней Волги;6132;615699a2-77aa-4f3d-bf74-3d08a07b3b34;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 20Г;Саратовское РДУ;3831;0d45f1c7-ef67-4fb7-83f8-21af1a3dde16;ОДУ Средней Волги;6120;0d45f1c7-ef67-4fb7-83f8-21af1a3dde16;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 16Г;Саратовское РДУ;3815;984d002f-4569-44a2-b3c5-32099c021440;ОДУ Средней Волги;6096;984d002f-4569-44a2-b3c5-32099c021440;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 17Г;Саратовское РДУ;3819;97a023fb-b711-4d6e-ace8-5f0c8e59dec6;ОДУ Средней Волги;6102;97a023fb-b711-4d6e-ace8-5f0c8e59dec6;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС S 23Г;Саратовское РДУ;4349;cc7061aa-f041-4691-92cc-0d36a27069b7;ОДУ Средней Волги;6138;cc7061aa-f041-4691-92cc-0d36a27069b7;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС Q ОВ - 220;Саратовское РДУ;171;19588abb-73a2-4c55-b6dd-42466d3e8ed8;ОДУ Средней Волги;6208;19588abb-73a2-4c55-b6dd-42466d3e8ed8;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС P ОВ - 220;Саратовское РДУ;170;961dfa25-a600-468a-bfb4-d7df3ceaf3f6;ОДУ Средней Волги;6207;961dfa25-a600-468a-bfb4-d7df3ceaf3f6;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС Iсред ОВ - 220;Саратовское РДУ;184;70a4fb3a-bd47-4028-8dbc-1903d64f8f39;ОДУ Средней Волги;6206;70a4fb3a-bd47-4028-8dbc-1903d64f8f39;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
ГЭС Саратовская ГЭС;СарГЭС Q ШСВ - 220;Саратовское РДУ;4380;70d9e0c4-0312-472a-b30e-7f8dbb75d0b6;ОДУ Средней Волги;6224;488fea58-107e-4385-ace0-aa8906511c69;Несоответсвие привязки в ИМ;False
ГЭС Саратовская ГЭС;СарГЭС P ШСВ - 220;Саратовское РДУ;4379;26aa93ed-82f7-4e4d-9130-c01c8e59d96b;ОДУ Средней Волги;6223;e1b44a2c-2cf9-449f-a349-acf1a1729735;Несоответсвие привязки в ИМ;False
АЭС Балаковская АЭС;БАЭС ЧАСТОТА 1СШ 220 кВ;Саратовское РДУ;55;dda2970a-b5bb-42c4-b563-bb0e5c768443;ОДУ Средней Волги;87;dda2970a-b5bb-42c4-b563-bb0e5c768443;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
АЭС Балаковская АЭС;БАЭС 2 СШ 220 кВ f;Саратовское РДУ;56;da14e0c1-a14a-4130-8266-45614697b467;ОДУ Средней Волги;88;da14e0c1-a14a-4130-8266-45614697b467;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
АЭС Балаковская АЭС;БАЭС ВЛ-220кВ БАЭС-Горный-Iф.ср.;Саратовское РДУ;10653;83ed64cb-f251-435f-bc0a-01d443ed1c25;ОДУ Средней Волги;7480;83ed64cb-f251-435f-bc0a-01d443ed1c25;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
АЭС Балаковская АЭС;БАЭС ВЛ-220кВ БАЭС-Ершов-Iф.ср.;Саратовское РДУ;10669;1a508bbc-b788-46af-917b-67e59ac5534b;ОДУ Средней Волги;7482;1a508bbc-b788-46af-917b-67e59ac5534b;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
АЭС Балаковская АЭС;БАЭС ВЛ-500кВ БАЭС-Ключики-f (частота);Саратовское РДУ;10730;55f94903-ebff-461c-b70b-429b9f8616ff;ОДУ Средней Волги;7490;55f94903-ebff-461c-b70b-429b9f8616ff;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
АЭС Балаковская АЭС;БАЭС ВЛ-500кВ БАЭС-Куйбышевск 1-f ;Саратовское РДУ;10755;497204cd-cdd3-4768-b1db-d2806f900178;ОДУ Средней Волги;7513;497204cd-cdd3-4768-b1db-d2806f900178;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
АЭС Балаковская АЭС;БАЭС ВЛ-500кВ БАЭС-Красноармейская 2-f (частота);Саратовское РДУ;10780;86bc036d-24df-422d-af74-4ee15fb13de8;ОДУ Средней Волги;7536;86bc036d-24df-422d-af74-4ee15fb13de8;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
АЭС Балаковская АЭС;БАЭС ВЛ-500кВ БАЭС-Ключики-Iф.ср;Саратовское РДУ;10734;7822ac50-3720-4e82-8010-1cb177e24605;ОДУ Средней Волги;7494;7822ac50-3720-4e82-8010-1cb177e24605;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
АЭС Балаковская АЭС;БАЭС ВЛ-500кВ БАЭС-Куйбышевск 1-Iф.ср;Саратовское РДУ;10759;b63242d3-f8e2-47c8-9c6b-8c598a9affac;ОДУ Средней Волги;7517;b63242d3-f8e2-47c8-9c6b-8c598a9affac;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
АЭС Балаковская АЭС;БАЭС АТ сторона 500кВ-Iф.ср;Саратовское РДУ;10597;071f3255-3044-49e3-9476-5e65dac56718;ОДУ Средней Волги;7461;cf1cbcda-7baa-4ef0-b2df-4344debea47f;Несоответсвие привязки в ИМ;True
АЭС Балаковская АЭС;БАЭС ВЛ-500кВ БАЭС-СарГЭС-f ;Саратовское РДУ;10805;024050c1-45f2-4ecc-a3e5-e5820d92386d;ОДУ Средней Волги;7559;024050c1-45f2-4ecc-a3e5-e5820d92386d;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
АЭС Балаковская АЭС;БАЭС ВЛ-500кВ БАЭС-Трубная-f ;Саратовское РДУ;10830;2b13edcd-f5df-4b36-8baa-a487e3b7ef90;ОДУ Средней Волги;7582;2b13edcd-f5df-4b36-8baa-a487e3b7ef90;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
АЭС Балаковская АЭС;БАЭС ВЛ-500кВ БАЭС-СарГЭС-Iф.ср;Саратовское РДУ;10809;9fd61cad-4fbd-4a79-8e5a-88f4f044401b;ОДУ Средней Волги;7563;9fd61cad-4fbd-4a79-8e5a-88f4f044401b;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
АЭС Балаковская АЭС;БАЭС ВЛ-500кВ БАЭС-Трубная-Iф.ср;Саратовское РДУ;10834;eb2caf4e-2c72-48b0-bcbd-16db9e4c5963;ОДУ Средней Волги;7586;eb2caf4e-2c72-48b0-bcbd-16db9e4c5963;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
АЭС Балаковская АЭС;БАЭС Г-Т №2-f (частота);Саратовское РДУ;10880;23aaf8a5-fe5d-4271-bac6-97a403cc53f3;ОДУ Средней Волги;7628;23aaf8a5-fe5d-4271-bac6-97a403cc53f3;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
АЭС Балаковская АЭС;БАЭС Г-Т №3-f (частота);Саратовское РДУ;10905;19d32577-e2c7-4cfd-b181-8c23fe0d2d0b;ОДУ Средней Волги;7651;19d32577-e2c7-4cfd-b181-8c23fe0d2d0b;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
АЭС Балаковская АЭС;БАЭС Г-Т №4-f (частота);Саратовское РДУ;10930;47ef24c4-c329-422e-b06a-a0425cd0fbf6;ОДУ Средней Волги;7674;47ef24c4-c329-422e-b06a-a0425cd0fbf6;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
АЭС Балаковская АЭС;БАЭС Г-Т №1-f (частота);Саратовское РДУ;10855;c4e9547b-eab0-42fb-8dd0-0a5bcf8436de;ОДУ Средней Волги;7605;c4e9547b-eab0-42fb-8dd0-0a5bcf8436de;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;False
АЭС Балаковская АЭС;БАЭС АТ сторона 220кВ-Iф.ср;Саратовское РДУ;10579;5aeb395c-8e7c-4ecc-bc43-4602efc0ed10;ОДУ Средней Волги;7454;b1fdf19c-a4e2-4389-9a68-2794f3b6a947;Несоответсвие привязки в ИМ;True
АЭС Балаковская АЭС;БАЭС Iс ВЛ 500 кВ Балаковская АЭС-Курдюм;Саратовское РДУ;13593;bfa0be3a-0a72-4301-bbc6-310b4e737d51;ОДУ Средней Волги;8125;bfa0be3a-0a72-4301-bbc6-310b4e737d51;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
АЭС Балаковская АЭС;БАЭС Iв ВЛ 500 кВ Балаковская АЭС-Курдюм;Саратовское РДУ;13592;280b8a53-611c-465e-8706-b622d90db678;ОДУ Средней Волги;8124;280b8a53-611c-465e-8706-b622d90db678;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
АЭС Балаковская АЭС;БАЭС Iа ВЛ 500 кВ Балаковская АЭС-Курдюм;Саратовское РДУ;13591;3b402955-9738-4369-87ce-feedd7193a17;ОДУ Средней Волги;8123;3b402955-9738-4369-87ce-feedd7193a17;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ПС 500 кВ Курдюм;Курдюм ВЛ 500 кВ БАЭС Ic;Саратовское РДУ;13796;4bfd78ee-5db4-41b6-99a7-156bcf27aad5;ОДУ Средней Волги;8260;4bfd78ee-5db4-41b6-99a7-156bcf27aad5;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ПС 500 кВ Курдюм;Курдюм ВЛ 500 кВ БАЭС Ib;Саратовское РДУ;13795;50b779f4-4dbd-4834-b333-d382cee1e7e0;ОДУ Средней Волги;8259;50b779f4-4dbd-4834-b333-d382cee1e7e0;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ПС 500 кВ Курдюм;Курдюм ВЛ 500 кВ БАЭС Ia;Саратовское РДУ;13794;f6ad041a-f970-4b31-9d35-7e2712ec2f55;ОДУ Средней Волги;8258;f6ad041a-f970-4b31-9d35-7e2712ec2f55;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ПС 500 кВ Курдюм;Курдюм ТН-1-500 Частота F;Саратовское РДУ;13776;2cbd8639-8764-4419-b64f-755ea4e55936;ОДУ Средней Волги;8238;2cbd8639-8764-4419-b64f-755ea4e55936;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ПС 500 кВ Курдюм;Курдюм ТН-2-500 Частота F;Саратовское РДУ;13780;3061eeed-205e-4acd-8e2c-40f20e1afa53;ОДУ Средней Волги;8242;3061eeed-205e-4acd-8e2c-40f20e1afa53;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ПС 500 кВ Курдюм;U500 Курдюм;Саратовское РДУ;1027;66939403-a1b4-4234-94ea-27b1d88f16c6;ОДУ Средней Волги;419;52b86aab-c08d-4264-8caa-9853a4f3d087;Несоответсвие привязки в ИМ;True
ПС 500 кВ Курдюм;Курдюм В-1-500 БАЭС Ic;Саратовское РДУ;13765;4048d1f8-bec8-4ac0-8f06-94e6ed0d7525;ОДУ Средней Волги;8229;74598d90-f736-4d9c-bd5d-271e3eb97b74;Несоответсвие привязки в ИМ;False
ПС 500 кВ Курдюм;Курдюм В-1-500 БАЭС Ib;Саратовское РДУ;13764;5f1d0e93-5fad-49c4-8bb2-b832deca8500;ОДУ Средней Волги;8228;f543a1dd-263b-46fb-830a-181551b29ae2;Несоответсвие привязки в ИМ;False
ПС 500 кВ Курдюм;Курдюм В-1-500 БАЭС Ia;Саратовское РДУ;13763;f0af0da0-15be-4099-8f27-0a16927269d2;ОДУ Средней Волги;8227;560e2213-8dcb-45f2-b5ab-4e43af2ef0f7;Несоответсвие привязки в ИМ;False
ПС 500 кВ Курдюм;Курдюм В-1-500 БАЭС +Q;Саратовское РДУ;13767;19ebcef8-2a6a-4456-b57e-d1fb8968c30a;ОДУ Средней Волги;8257;1942aa82-dfe0-4c1d-a594-01457f61ffa7;Несоответсвие привязки в ИМ;False
ПС 500 кВ Курдюм;Курдюм В-1-500 БАЭС +Р;Саратовское РДУ;13766;2d24818c-4966-47ea-81ec-8068b9711f2f;ОДУ Средней Волги;8256;508f9d9c-6d8c-48f5-aa4f-3f2a91b0b120;Несоответсвие привязки в ИМ;False
ПС 500 кВ Курдюм;Курдюм В-2-500 БАЭС +Q;Саратовское РДУ;13772;eed0a74b-0959-4386-862e-830b696130cf;ОДУ Средней Волги;8234;4ab07307-e99c-4c30-b0c2-64fee3cab98e;Несоответсвие привязки в ИМ;False
ПС 500 кВ Курдюм;Курдюм В-2-500 БАЭС +Р;Саратовское РДУ;13771;dab8304e-58fd-4edb-a373-3dbb5b2e4a34;ОДУ Средней Волги;8233;499982ab-4c94-4ad0-be8d-b22fbbabd200;Несоответсвие привязки в ИМ;False
ПС 500 кВ Курдюм;Курдюм В-2-500 БАЭС Ia;Саратовское РДУ;13768;3e83cfc4-0cd1-4c1e-9f0e-1b4bab6792ac;ОДУ Средней Волги;8230;8312ae7c-260e-4a74-af69-a00ce497060a;Несоответсвие привязки в ИМ;False
ПС 500 кВ Курдюм;Курдюм В-2-500 БАЭС Ib;Саратовское РДУ;13769;711b58ad-f1ac-40ee-a07c-6e19ac596880;ОДУ Средней Волги;8231;68eb5756-fce4-48f8-9e0b-287a203b9504;Несоответсвие привязки в ИМ;False
ПС 500 кВ Курдюм;Курдюм В-2-500 БАЭС Ic;Саратовское РДУ;13770;3038a98e-24e4-45f5-9f3c-02501ac6df20;ОДУ Средней Волги;8232;3c7e27f4-afdf-49c2-8eab-143dff82e076;Несоответсвие привязки в ИМ;False
ПС 500 кВ Курдюм;Курдюм В 500 Р-2-500 +Q;Саратовское РДУ;13785;ae92af4a-7eb3-42bf-b9d3-96914888fff6;ОДУ Средней Волги;8247;b8229cca-ee64-4f77-8c22-205040ab99ed;Несоответсвие привязки в ИМ;True
ПС 500 кВ Курдюм;Курдюм В 500 Р-2-500 Ia;Саратовское РДУ;13781;529f4db8-4e6d-4887-bdc1-88818c515d2c;ОДУ Средней Волги;8243;ab1a6c0e-2f31-4cb7-a8d1-0fd1961ac06a;Несоответсвие привязки в ИМ;False
